Date,Gross_Profit,Revenue,Net_Income,EPS,Open,High,Low,Close,Adj Close,Volume,GDP,Sentiment_Score
2020-01-15,520.5844942958024,2222.9084708692953,109.45543441853457,2.279234114141119,158.4448909757426,152.57695987643513,162.02533189448897,175.1798163586933,159.08662673951144,1987861,21136.63830215585,0.6968354528610221
2020-01-16,1469.9098521619944,1036.220367641681,356.7886001773064,1.1053594965781366,153.83319432557136,210.3528806501121,144.8747113895018,156.82686162687685,165.2728123777224,4598449,20879.015560895103,-0.9591967786235873
2020-01-17,1332.4426408004217,2744.247817888303,342.8376144355123,4.798308341148751,126.88535143821935,215.9505981651327,121.89697737795244,127.46658697879055,125.56662233318144,4643296,20134.481268104075,0.20897796451691897
2020-01-20,712.3391106782761,2864.2365649672247,318.678965085628,3.6553663688874063,136.8448919916579,218.80455570741287,125.80286165838686,147.4434914147174,136.45664275198644,4773240,20929.37893689033,-0.44594910226075135
2020-01-21,681.8249672071006,2130.2663671784176,192.77883844639018,5.374004444178427,189.53460891531694,162.0387578789089,105.66472071860957,133.37765970697978,184.36805296649777,3080921,21641.47168163146,0.7246698328794632
2020-01-22,683.4045098534339,2393.3016477537844,256.3623983622059,6.194798980610957,166.6463047526836,243.85297834731304,155.21143326969747,157.93134027884608,119.49427689701598,3708375,21229.082036442633,-0.43307770147184166
2020-01-23,804.2422429595377,2844.9987623545912,337.7905340744692,1.393651650780526,178.7387026752333,168.11832790500827,131.28747423052678,188.9000610814666,182.6867847173362,4114063,21664.324907458238,0.3735114405638178
2020-01-24,1024.7564316322378,2414.477268626797,298.70674354366776,2.1070296561137107,145.4345423067655,212.2753403239841,112.08545427498436,156.9304984412202,156.26554229027425,1524058,20988.023341198612,0.3484392648947938
2020-01-27,931.9450186421158,1305.0780858285227,495.11420808595494,6.027781568053828,163.0247219456158,172.2676079123085,139.60501157609502,163.17224183265841,176.2187511194082,3403828,20236.923410188963,-0.55701290228072
2020-01-28,791.2291401980419,2152.5767203336263,154.57590102269324,4.088506178553924,124.83836087432076,180.7216417021271,179.57344520513232,151.87478471147094,171.36073662634715,1137191,20027.279691671763,-0.9304016002632998
2020-01-29,1111.8528947223795,2213.430092765712,378.0578216190375,7.562561387945032,170.54608302834862,204.64585417281245,123.52622796565538,105.11655064454759,120.75114953848791,2990264,20606.439093437184,-0.18150085242920544
2020-01-30,639.4938606520418,1848.261342604772,261.72750724171686,6.8706248373274565,142.76013337033373,191.71934185645765,172.06914007786196,123.28585568760943,156.8812736433873,1619370,21395.980942995586,-0.4216136960682606
2020-01-31,792.1446485352182,2472.8884712494455,271.2798459702459,8.610439266909161,144.25455148147455,166.02256009765063,114.5016839924566,149.20017294320826,186.77231528050925,1731691,21580.51980788339,0.6179554992274172
2020-02-03,866.3618432936917,2868.73402953803,387.03910626327047,7.2324354400230275,164.93223245768817,167.09364024208483,85.47327069249859,131.0235283744705,143.21162368019293,2460190,20591.505669240658,0.6007283769106906
2020-02-04,956.0699842170359,2851.1370258135526,376.97446052974783,4.869379696511333,193.62806214689266,191.81447881627997,100.42421063684289,118.17635977611943,196.65907702233167,2729748,20991.307841766495,-0.08595209561474904
2020-02-05,1285.1759613930135,1901.6787428082644,496.50239748087535,7.056699601549892,106.4006346608621,225.72829782755008,121.86951433276842,150.41328419184384,145.2215100101718,3492689,20842.23780886816,0.21302445064643782
2020-02-06,699.6737821583597,1226.4760916815105,151.35771578165009,3.4784305682987666,182.47432373470076,239.79646468477887,101.9634928594569,132.28097934478504,114.27856366678847,1297713,20821.045568702855,0.20851903197385036
2020-02-07,1014.2344384136117,2969.682397924669,141.64385975366653,3.756821489003914,129.2383110412193,158.4127662259383,80.02270382182556,125.81076431734147,138.9434680077673,3014767,20462.6974264003,0.6543162968552467
2020-02-10,1092.4145688620424,2677.796172891868,389.73552685149645,8.10086643928714,144.3919454506378,189.3103907559401,171.50015377475273,146.39854174403808,195.1702406390537,1730500,20272.742210058917,-0.149995171753605
2020-02-11,546.4504127199978,1249.3253624065337,331.35476680256363,5.01777564761424,102.1913328775009,160.02455637228766,164.3879411230929,113.32842580821732,131.97208493398543,3295900,20393.377116462427,-0.44910664041898185
2020-02-12,1107.5448519014385,2841.683765234745,209.66426662392234,8.185423064665173,130.1046077834313,151.65924806325978,154.2292231486947,192.77457330754072,186.80981598670627,3549618,20110.66477432669,-0.46993016371890506
2020-02-13,670.5241236872915,2739.792724124257,131.76774759559464,8.401801363014506,150.26312426301305,216.17186826439564,96.78145956460287,186.7702097919239,188.125068168189,3226837,20396.261483647155,0.07238455856440829
2020-02-14,565.0515929852795,2037.6761142521443,134.2632998385722,8.718061038951554,105.6176077347439,210.24494419665876,92.0363576209986,170.76205857405353,135.0186524331961,3953182,20018.40179525076,-0.10170359453557487
2020-02-17,1448.8855372533333,2182.5508714898588,457.6763498656473,9.249717122570866,149.10957293831652,166.30191138148862,86.76047494723832,110.62138275884563,108.32576580506321,2342436,21254.516801271955,-0.11975845803012763
2020-02-18,1465.6320330745593,1798.0054077402606,176.74692988749717,4.878866984619666,192.71106288584275,173.3812833093064,152.4029188772921,177.5877254469693,172.45579091588183,4060426,20632.750814775365,-0.8177253218205855
2020-02-19,1308.3973481164612,1109.5232776440625,229.3486248462083,3.8698013648902494,110.53932181078052,152.37077536445184,172.88079606878853,180.79573281090188,131.1512299013986,2731068,21946.289422853817,0.4372074813803912
2020-02-20,804.6137691733707,1670.3944832918019,190.6625608907952,6.2397887193470245,176.44407280755044,233.49472056944037,123.0535820913037,176.7764617714338,178.29236142575724,2936737,20387.434101552597,-0.5725266240361786
2020-02-21,597.6721140063838,2605.706897196023,241.9985223327749,4.340551810938648,140.96710533759926,247.46905960485515,91.91406719960482,111.39658871192411,144.26548482604332,3592408,20691.657140619187,-0.6060927395825573
2020-02-24,1184.2330265121568,1009.2640460092057,127.76953709843735,6.4096675012020965,165.5173714524338,163.54595367946908,131.23928207321066,164.3907957067765,148.52667423426215,1073433,20715.682317283066,-0.1744833594452131
2020-02-25,940.1524937396014,1666.9983433822883,307.6239163633081,7.350272763794422,126.02365979852294,173.14752137652982,114.883190745863,183.43247957493986,177.7909406748537,3615976,20016.90299212492,-0.5444433167643972
2020-02-26,622.0382348447788,1796.3373871818867,127.04502543688596,7.195645166429232,115.94922625413582,236.8409523946934,117.48249243499977,157.73534012196677,138.2363331061628,3474340,21678.415906078917,0.16771653461603075
2020-02-27,995.1769101112702,2074.7912058758457,420.14260312894464,4.370975983181092,116.04626142712264,242.6463797956185,142.13306241557072,164.6407375228089,144.31273453229144,2239388,20063.988920288648,-0.257073321331057
2020-02-28,534.3885211152184,2839.7112328255207,193.4848327641732,2.501741815288775,107.04919456431446,191.96273828068104,151.87181132622024,145.83634794263062,137.61904687696222,1343177,21880.35966945848,-0.10217655481441978
2020-03-02,1409.320402078782,1692.6919887319225,316.0047658418042,4.874764046159868,118.5646704901243,155.0622472269074,91.06035988731608,152.87073198840525,136.734051527728,1363741,21784.14870218724,0.07433864320805772
2020-03-03,758.779981600017,1693.9064037924554,452.0316350245833,2.283347296737179,166.42193849889682,153.93918336928195,83.55902308064763,103.43768583517252,152.59465769014594,4692894,21071.043832171927,-0.5929289550363903
2020-03-04,1162.5222843539818,2475.0024962194966,360.3509476188777,9.010873316654274,188.16906118435082,207.39498660690106,179.43303026857149,163.89630219732845,180.8799444501151,3757117,21087.191149822585,-0.6884967542689404
2020-03-05,811.7110760894109,1904.4358817796142,313.1831146205341,4.112897146640717,181.41256855911618,189.2895108893179,103.27283489155519,108.14472128911592,136.1768311922566,1508410,21307.555845912313,0.7608438057472096
2020-03-06,1020.0680211778108,1449.209645879964,229.73350124615024,2.390137725009914,168.51343098744843,152.86524275776546,85.38305249084591,143.50145943402234,152.42547205377366,2426892,20774.100023869774,-0.13255259433715794
2020-03-09,1046.7102793432796,1904.8790322653867,233.20076522327918,1.229029839151758,111.04318634111027,208.3252392312557,98.987532909592,129.2655097667408,167.07273254426008,3369931,21294.44456679571,-0.17581278073492168
2020-03-10,684.8544555255271,1281.7140407595998,367.79478207927605,6.8124014765783585,128.91874462959498,151.13025365890223,83.89578463484642,154.54279502117132,126.94394463036551,4342286,20089.536777376972,-0.928775699454317
2020-03-11,1469.5846277645587,1352.7739730124467,497.655744488467,6.732120857092689,130.9806875322469,228.7371958149273,119.18108946171716,113.3416335523207,127.75228049023926,1174643,20108.095254699452,-0.004047394825213546
2020-03-12,1275.1328233611146,1996.7355454789595,364.73567593975145,4.065437499231625,124.99569463976212,180.64328227033715,160.24017844513241,169.16434019733182,193.34131270234548,1946532,20914.460839239087,0.10833944322200018
2020-03-13,1439.498941564189,1837.8508990090959,323.11336694800997,1.6454069996288592,151.5005659709723,154.0258003009232,114.12444497577206,179.50115369284703,172.35345733310885,4558995,21099.24460221207,0.117681741909333
2020-03-16,1394.827350427649,2829.6918021362,392.26020409569844,4.686660054057088,153.55538148796725,208.83522209831534,124.41834068783666,116.33544497431565,157.71866762233088,1036662,21775.63528067164,0.4140623386457687
2020-03-17,1097.899978811085,1724.7877982332661,286.0822449134873,3.800957455570542,135.68859751711102,189.76844144330548,147.55867735674389,110.43130873518821,164.7720054420612,1805596,20209.321267815794,-0.6450363300179764
2020-03-18,1421.8742350231169,2161.176700556087,124.05693704031408,7.094085757615084,135.3789158736436,247.38004133571496,130.88940700698802,114.55154827873591,102.92994431034184,4836096,21645.29585438778,-0.49555373153876237
2020-03-19,588.4925020519195,2264.528575839061,324.9187263511639,6.452013245074213,182.85555979060814,204.4198662503702,166.14456860213244,187.71275618985015,161.8102965561697,3453607,20420.09467458414,0.6214609304608254
2020-03-20,695.9828624191452,1026.1889131766673,483.05011380215205,4.28134355377786,178.92928483196857,177.52391810370082,166.60356750457566,152.81892617563562,150.9508873224202,2046685,20788.167297020063,0.894341233686788
2020-03-23,545.227288910538,2327.074744033421,170.12117694306386,2.961032988294911,130.77958316807457,220.94388646339746,80.99106954911537,146.72609960075027,154.57496797794357,1267964,20633.204869654826,-0.7281345052653587
2020-03-24,825.3303307632643,1356.0719337395028,376.0019563282663,9.892323695400327,191.37884438732593,177.14920025427114,157.80463064831991,110.67118191023543,135.94238268308172,1112765,20800.310545730797,-0.004700890989563611
2020-03-25,888.677289689482,2922.1406349389104,180.37347546362258,5.086014590765034,195.2815017002506,240.42432914075653,126.07336002416739,164.9556006756962,108.14738977129419,1978980,20300.99099614517,-0.5716474945208263
2020-03-26,771.3490317738958,1297.3254555062258,314.3310737892325,7.194468122022133,132.67425420300407,187.47219705073763,178.8840541303663,186.799959189509,119.33392336120522,4525943,21007.14014880711,-0.8798536632900351
2020-03-27,1328.7375091519293,1829.2482474540475,138.67057985868786,2.264976708205247,135.44249487930549,204.98685627762052,128.32320758754352,182.81858693234528,195.07447132126717,2663654,21603.285179662733,-0.3489933237477292
2020-03-30,856.7533266935893,1170.6993361572877,280.14837450327406,5.37030729693458,150.56341534219587,155.05731038242288,178.68959453882974,162.6054708980801,140.86995622709338,3881333,20883.068020757793,-0.7126247496315745
2020-03-31,780.9345096873808,2993.7485036918947,402.46533155809846,1.2478304788251893,194.11208125336736,192.61212379522308,155.45693612057366,107.52787166516737,146.6683155830864,4673140,20981.227151796396,0.41986614686849255
2020-04-01,1042.6960831582485,2004.3900206624853,239.02860969559282,5.549096061194049,187.63194331423114,233.2363539660995,104.86048846133063,111.23970271760129,105.2709789853439,2632161,21697.535170562627,0.06745082734288887
2020-04-02,640.9242249747626,2190.7700346400875,365.9646897948872,9.67615666405932,110.25679625835897,230.5648805363342,133.83949792869578,104.93089871098246,103.75662295439805,1765109,21412.11622927606,-0.7123310580193782
2020-04-03,1302.1969807540397,1134.152954776855,418.17998431589166,4.457860416872202,139.27307432714161,172.43185588535263,179.2135639478583,125.74792164924693,171.71814470467575,3068471,20980.90881703957,-0.9815168231889713
2020-04-06,574.5506436797708,2499.9209407983553,470.8711277917811,1.3509641131742043,155.3371189749772,172.60790710105627,165.75306077519235,113.56614671603778,153.80946641211114,4632334,20515.39129637836,0.6163140980484254
2020-04-07,1486.8869366005174,1419.8111861911716,193.8568327421814,1.2786021182740916,150.313247255154,231.73053122132367,89.73668937912211,126.00480402524339,150.87059842162665,4217497,21769.853493689934,-0.6476111876715049
2020-04-08,1272.2447692966575,2796.1085788814275,259.72636632372325,4.4918808395218255,119.38630679368927,243.03984201693254,150.6371996809996,138.50580557189616,124.31245304226687,1263319,21154.040803381118,0.21243328444153198
2020-04-09,698.7156815341724,1410.2792809640143,160.96640533216697,2.4402244281687464,185.88167711681547,159.53609212730035,114.5579585870813,194.29827840711357,174.4750731629922,3770291,20442.295220221386,-0.32615617384650886
2020-04-10,505.5221171236024,1381.3754413273332,496.9934008633501,1.2101688669536732,167.69407829968372,195.0058639426225,80.69822618803481,161.0376059781692,116.82365791084919,3287590,20538.239505276022,0.17097187663007118
2020-04-13,1315.4614284548343,1073.0993356961897,470.80038716971814,7.805922525551591,183.79083748518036,183.74542789642288,120.34809690269995,183.49737856829623,118.993474366102,4629852,21606.26617787249,-0.36869274603535196
2020-04-14,1206.8573438476171,1944.1338902199986,315.98285211222384,5.126707079937016,185.87642793494723,237.06884554574395,103.47544217249713,171.0351500712332,146.07121713482755,1489925,20088.29112417491,-0.8261208786154917
2020-04-15,1229.0071680409874,2129.682266525233,436.8133177505685,3.603202947753891,174.83558536657398,158.3524914680019,161.88692705204716,111.25031305266317,128.6279862111941,3136144,21984.18437405764,-0.5540999828844928
2020-04-16,1271.2703466859457,1131.4172788567048,308.3831909088169,9.100748647148327,143.92106012497175,171.11259425580374,113.73306088457655,173.5920406373949,124.74629812331463,4517850,20260.703359429583,-0.6238828670418488
2020-04-17,574.0446517340904,2551.0552333900214,349.4342752011039,2.0452506418047305,161.05467550154245,225.24683375864942,162.75236939538172,127.50988815591245,164.52376445533315,2640095,21592.137050793874,-0.14396129512071232
2020-04-20,858.4657285442727,1906.5776694960553,135.64977284640665,9.603269460597874,116.03654061197432,155.12938489812157,80.05979388347953,163.91078469947064,165.09717452185447,2927979,20789.550633543367,0.3165675668523147
2020-04-21,615.8690595251297,2048.78053865516,402.10816819872315,3.8257004563961754,167.36454174749076,199.25353807142892,110.78191500261191,134.09619736429886,182.45170697999293,1281842,20984.432366574933,-0.4723878501072849
2020-04-22,1363.1034258755935,1881.5254938764563,151.08539345409395,8.995633050778132,117.92532557392808,194.210703467972,104.1165214307762,199.7672263264659,141.77085669729757,2112574,21761.301154929155,-0.9758601293987641
2020-04-23,1123.298126827558,1801.526121750652,430.4270521010113,6.426485888315154,169.3949590510157,183.44011789887486,103.35673610686109,126.35514794967779,107.30850910261502,2298026,20825.822379178426,0.03787472852951379
2020-04-24,830.8980248526492,2119.2806626164356,412.81123506815436,8.440366237673388,122.95981607539687,189.45723153189238,86.81866197654627,127.91304707742697,127.36663849214577,4780489,21074.98750734647,0.21151897871794412
2020-04-27,563.5583502860236,1310.480491861425,383.49787909719055,9.856118468894179,111.75513001502199,202.9940586930233,98.71242704105018,193.06722555623983,198.0005463196817,2130669,20098.59932481834,0.9257409880036194
2020-04-28,810.9823217156622,1363.8562609905423,114.46415220990485,3.5956489403687115,116.52844901429575,166.13673583883832,135.554956988562,102.46444046363227,159.6258575232702,2843474,20004.694947734908,0.17894160618649368
2020-04-29,825.183322026747,2723.5712420270347,221.25134237813143,9.650219368668337,100.19921352190703,207.19958782835928,109.13610728377445,169.66889878731968,170.97370848010203,3685217,20489.599746003452,-0.057654881243716316
2020-04-30,1229.6061783380642,2892.2309242672654,205.24502796433714,4.505337054121783,171.873961785353,230.54323292999862,121.73947823291479,172.5326390735878,100.73578296254145,1648733,21361.166185837534,0.14680325179540765
2020-05-01,1137.5574713552132,1746.6186325595058,244.05456298860764,4.4696071426323005,173.2401049058379,226.01609297901592,117.68668803471886,183.63785774103994,151.8205732182521,2945769,20242.529786718274,0.8558012597240541
2020-05-04,1387.2127425763265,1541.4893462871075,135.05709870553542,4.063483938290551,151.49333499132595,165.38999046937738,167.59049249998947,197.44393106384751,103.75286575318032,3954156,20227.523917609098,0.6567562912032925
2020-05-05,972.2149251619493,2287.9990864780316,474.78312921242514,5.872668466128267,116.13628010553836,164.9249469741474,170.52989990105155,197.56019191566526,156.9230212091448,4467420,20821.921216071805,-0.354042533272384
2020-05-06,619.5942459383017,1817.4683421961927,321.5208962849505,2.387305388606384,108.35543375106897,176.81743677449134,129.295697165586,106.52767575664639,192.07708496360755,3505037,21295.674077216452,-0.5254912726857255
2020-05-07,1213.244787222995,1050.7727113206897,222.2097242632094,5.983403368222101,101.9128966437287,186.10747263410371,113.01559503156044,182.18393227529026,196.84191305004077,3676214,21424.143984495862,-0.47473277526785274
2020-05-08,1260.7850486168975,1312.3051947323806,258.79260682971335,5.875343311690036,116.57481769652208,190.84555814084825,90.68007040023636,164.63099336573814,154.05526753889242,1505133,20356.90134819675,0.00884207943042603
2020-05-11,1061.2771975694964,2431.9444576947953,278.88101620193424,7.85711631344383,189.08555349831465,217.9697216833345,175.34028793820949,164.7342134373091,145.8204805252216,4783105,20159.176294744084,0.4880989024571556
2020-05-12,1270.9671799545608,2317.8478838203027,340.2377333442469,8.50284965743827,124.15368417016818,155.66804321658353,86.02269449002975,112.83499266146949,194.5017094248494,1530296,21880.79406789109,0.006438414365924183
2020-05-13,993.7955963643908,1054.191985006967,306.2717710785991,4.963972152811817,135.42713272172156,153.46727042260665,109.76502775682805,165.01871664456533,167.3609831996695,4098691,20521.332765124203,-0.8644072083437748
2020-05-14,1022.7328293819941,1443.944323865899,467.75678928576696,3.7209992441634436,110.53454844813332,189.1910562943909,109.80662011700042,198.24825806012478,106.48992795384095,2059265,21706.692995217447,0.4471614008799618
2020-05-15,927.5410183585496,1462.1495931761428,298.78539316233207,3.33401407585385,122.23613047481703,219.71636921379803,112.04012861402148,191.1818569539447,146.57255776674975,4734372,21726.982900925635,0.6119402573419077
2020-05-18,525.4191267440951,2343.785487197457,496.8632059293251,2.7516145303438475,151.9224570780205,169.34353429564825,96.42868432724093,143.91306608048507,124.02450184643038,3879838,21545.04518352509,-0.4210042697605607
2020-05-19,607.8914269933044,1039.4210755087283,440.5699830980383,1.5188282397912238,160.77526830956526,214.1504481256252,158.3161430923697,103.99479732860944,146.98043214486816,4015254,20337.66721330514,0.3282514785667008
2020-05-20,531.4291856867343,1208.2171639691478,183.40420574293432,4.08203180951242,124.5352314166211,175.98281379402994,92.24978619659892,136.22934900002048,145.5465572006362,1876236,21643.6029185084,-0.14681619789121325
2020-05-21,1136.4104112637804,2599.832170746379,472.2380858575665,3.4322292291770493,105.77321592251172,238.60861088135164,143.49066591531627,182.63903116005554,158.2144802814742,2772159,21538.501118483175,0.7782387114548857
2020-05-22,814.3559810763267,1357.0893241086674,146.54655915419045,9.697756472797666,139.10328691273986,239.56899442666165,92.38460267058174,170.14991014651662,135.67704903492512,3471252,21193.445980212433,0.6904511163214797
2020-05-25,1008.5706911647028,2305.4922157037495,426.9798833964766,6.019379436250396,123.42033709263342,179.72872042813265,87.05356375929566,145.93436555939564,116.4270449455928,4079894,20674.404070337907,0.050863996619284535
2020-05-26,1407.566473926093,1476.365562093453,252.24931739063203,4.125493351274568,121.9553923229802,172.99937539632404,170.94295036858765,105.5101535158831,150.37194345899564,1415837,20525.01720853309,0.38301109162718894
2020-05-27,749.292229148875,1198.8827855186903,451.1897281780278,6.224208408943264,195.98628027134552,191.13039720662312,99.01287663187057,142.68947278233026,183.0202884345762,4849461,20243.77842416072,0.766699402044208
2020-05-28,910.3829230356298,1486.3443819989081,447.22267604298014,2.2527703121112594,161.6300485925724,174.05315851801487,162.1250154559704,146.90249397178835,166.40122280676025,4560882,21019.514133801742,-0.008565979843448979
2020-05-29,1255.5511385430486,2444.533863711318,422.37016004704844,4.996393742819826,155.6878443172096,217.23838432917034,134.4630871107136,192.8555532894136,133.83678659252158,2081394,21170.521751019693,-0.3734985190223561
2020-06-01,728.7981654916225,2711.3929362125714,416.0121745228246,6.636108892789575,141.57751035233218,232.60646845482856,87.78565196087696,164.10861035821594,193.55230227588572,4291040,20718.677981031575,0.5073322758191625
2020-06-02,576.979909828793,2660.4397291339833,221.87165563921633,5.400080486132063,142.89443334301444,217.3092130911217,175.54481914380676,131.16529166546488,191.22075712491824,3073295,20950.718135361738,-0.5598674904306165
2020-06-03,789.751452913768,1794.3670592369097,132.3677132205009,4.616009205888918,154.0905003838081,232.43504472493495,104.69611669918925,152.53182644507214,120.93483993840988,2847225,20727.028914738534,-0.2229377039879159
2020-06-04,661.2212872540044,2336.1702731412925,261.1920715060646,9.944635500097284,169.6429807036107,189.69921622074742,165.96453453526067,106.60553078221601,103.9417585120363,2257736,21282.012114641402,0.7314544742135873
2020-06-05,1429.697652342573,1409.968590831642,169.40980599460346,8.922832859340343,170.21460961818295,165.63169707088608,96.88100057845642,197.25682356497367,174.13087083507622,3323874,21802.518415593127,0.44884468053863014
2020-06-08,1308.120379564417,1586.2954605220266,377.9804355609847,6.610653623434961,117.16939077054496,223.79509473975924,165.39428821418528,136.0059901930726,182.7610261349153,3919556,20327.84052409389,-0.1923779895050015
2020-06-09,1133.4037565104236,2792.6716370422396,238.43989061511422,6.124396250640545,150.0112752076627,186.0474505141554,81.3228812905294,147.78673549131358,196.78645659513552,2643731,20762.817619806247,-0.5705109951832852
2020-06-10,1371.4605901877176,1026.003847021472,490.24408034396595,6.585944318421257,141.1958095034102,217.12708252291327,131.17804565694806,135.52839742369227,188.98363940883107,3516876,20281.737207901722,-0.28806321833552695
2020-06-11,1303.6720768991145,1171.0170617089361,356.3888309381328,2.8118089704018994,187.05269662693843,177.06439419817656,156.94425794215567,168.25117301162,160.0534768206415,3797251,21249.887540815664,-0.431791701545134
2020-06-12,686.5700588860359,1415.7725102920547,428.99222545374437,4.5562396893788675,163.14189212183766,158.12296348066727,173.47955174927833,166.22321583295928,153.00523392123807,3844487,21457.74101897719,-0.6478214241122922
2020-06-15,1392.5589984899777,1053.0644077476395,153.00986909673938,1.3551357960180939,153.25040664159818,249.25817954877635,170.92021362064872,171.53223105291357,102.78410512625862,1207864,21863.82546519491,0.48666582713131334
2020-06-16,1039.3422419156507,1362.8708701795947,444.80579290904905,5.27991433738144,111.53946421789173,165.62015079305993,161.96248695476447,126.81432296119209,124.66564468447778,4438991,20557.74385252193,-0.495860226299657
2020-06-17,1307.4401551640626,2166.0831219393845,469.10287620535775,5.887221255618969,160.56378893234114,248.8420993963481,168.8191349661304,131.5668481164066,145.96147517329263,2833013,21900.422411730862,-0.09166505966447236
2020-06-18,1396.0912999234934,1842.849101184996,294.82476752757435,3.0497476249288864,111.72039056802335,247.7279932566447,99.92196858370765,112.5251231096208,162.85039000835678,2049664,20126.52534364135,-0.22828110632778187
2020-06-19,818.0034749718639,2785.3434221539496,342.501175100391,9.676259624489624,133.7206575565752,229.38181039080396,108.41842957117288,165.55099718461128,155.72518333184107,1967058,21206.027726729175,0.9641547572712617
2020-06-22,610.0519245276768,2634.8871234768817,405.92392036119816,9.185091498435177,114.28419648143318,215.94229620819976,108.89685249210585,103.97971273356525,174.26359896816905,2932056,20114.26543868666,-0.21781551170355895
2020-06-23,727.9351625419417,1683.6347033957518,169.935450904165,7.499289119103153,169.2073647024369,207.78070502510846,117.70539310016989,159.76823355234592,127.97669308870408,4547326,21787.54837552389,-0.8400350344064904
2020-06-24,927.1077886262563,1518.846866862585,301.02643058537694,5.800479658888263,120.62521138361527,236.61015453778347,119.33206703851887,186.9695884851634,156.49526076524734,2513390,21059.618114140107,-0.820348494855832
2020-06-25,1318.014765922493,1759.3848163345338,259.46521110892525,8.829722436829165,139.1859373188026,178.9439521619488,134.45553246546754,189.08321482896335,108.81422433907922,3998902,21338.69670152559,0.18150744270612962
2020-06-26,1360.7305832563434,2180.5898850296153,158.54959686489963,2.1758710944111663,189.56747776187785,196.76812124848772,95.98797633664414,144.90377603699616,141.3665523583207,1387274,21663.147851820904,0.19872710347653122
2020-06-29,506.9521305311907,1536.1272816457526,247.01376891661258,8.114588148473965,120.43163833989703,211.9389969366502,149.12466637859893,145.93036882130738,175.0160832954601,2904226,20300.621244967937,-0.16248201903469006
2020-06-30,1010.7473025775657,2248.297815698268,127.26892375419743,2.1233873257016347,150.78050639587792,191.1190475869491,96.75665393045065,107.69691830080174,169.3400853429044,4966744,20077.183123876268,-0.13631261537594064
2020-07-01,917.411003148779,1818.8233043824807,110.3247627797948,8.147895962944649,141.9271661166022,192.7486454090268,111.03084821045475,167.0765025443036,199.0642737172179,4081751,21757.762291825704,-0.8921348343182576
2020-07-02,722.1078104707302,2104.09436170396,154.0665156619291,3.481908114262213,101.81240410457298,183.02846675020845,130.3345130606154,182.12594203728455,127.7891125987756,1842113,20629.866454917865,0.033093020778524496
2020-07-03,619.8653673336828,1872.2530582706333,485.24604463566953,8.8938152291637,179.27581135728127,206.4231816684536,159.64405615234773,124.4655054604713,149.81892991739792,3005765,20257.95781585433,0.009478950760703375
2020-07-06,837.615171403628,1588.9315190838354,319.8118143580068,9.49637884442858,106.90459063145997,235.0574528015116,153.94692332387274,142.13008816333647,132.95304137739967,1934499,20936.922474174175,-0.7009013628861109
2020-07-07,1442.909703912519,2896.906613924313,486.328864461288,2.3391637246460406,147.42550209769536,170.1528378006313,144.55343564105223,183.88393367652702,144.06031140591747,2638243,21196.612151392037,-0.7923212277781448
2020-07-08,823.2029320207553,2527.211588319522,272.9991513320528,5.164080445588541,156.06782949389498,243.44330387534416,95.57732605801702,187.7120467662288,185.69501298693882,4120336,20061.941206845022,-0.752855018801019
